5.9961,15.04171
5.777778,15.33338
5.559455,15.62505
5.341133,15.91671
5.154,16.16671
4.966866,16.41671
4.779733,16.6667
4.5926,16.9167
4.530222,17.1667
4.530222,17.41669
4.530222,17.70835
4.530222,17.95835
4.530222,18.20835
4.530222,18.50001
4.530222,18.79167
4.530222,19.04167
4.530222,19.29166
4.530222,19.54166
4.530222,19.79166
4.530222,20.04165
4.530222,20.29165
4.530222,20.54165
4.530222,20.83331
4.530222,21.0833
4.530222,21.3333
4.530222,21.5833
4.530222,21.83329
4.530222,22.12495
4.530222,22.37495
4.530222,22.62495
4.530222,22.87494
4.530222,23.12494
4.530222,23.4166
4.530222,23.6666
4.530222,23.91659
4.530222,24.20826
4.623789,24.49992
4.623789,24.74991
4.623789,25.04158
4.623789,25.29157
4.623789,25.54157
4.561411,25.83323
4.561411,26.12489
4.561411,26.37489
4.530222,26.62489
4.499033,26.87488
4.467844,27.12488
4.374278,27.37487
4.218333,27.62487
4.093578,27.87487
3.906445,28.12486
3.688122,28.41652
3.563367,28.66652
3.563367,28.95818
3.563367,29.24985
3.563367,29.54151
3.594556,29.7915
3.594556,30.0415
3.625744,30.2915
3.719311,30.58316
3.844067,30.83315
3.906445,31.12482
4.062389,31.37481
4.218333,31.62481
4.405467,31.87481
4.5926,32.16647
4.810922,32.45815
4.8733,32.74982
4.8733,33.0415
4.8733,33.33318
4.8733,33.62485
4.8733,33.91653
4.8733,34.2082
4.8733,34.49988
4.8733,34.79155
4.8733,35.08323
4.8733,35.3749
4.8733,35.66658
4.8733,35.95826
4.8733,36.24993
4.8733,36.54161
4.8733,36.83328
4.8733,37.12496
4.8733,37.41663
4.8733,37.70831
4.8733,37.95832
4.8733,38.24999
4.8733,38.5
4.8733,38.79168
4.8733,39.08335
4.904489,39.37503
4.904489,39.6667
4.966866,39.91671
4.998055,40.20839
5.060433,40.50006
5.091622,40.79174
5.247567,41.04174
5.403511,41.33342
5.590644,41.6251
5.777778,41.91677
5.9961,42.20845
6.214422,42.50012
6.401556,42.75013
6.619878,43.04181
6.807011,43.29181
6.869389,43.54182
6.869389,43.79183
6.869389,44.04184
6.869389,44.29184
6.869389,44.58352
6.8382,44.83353
6.807011,45.08353
6.807011,45.33354
6.713445,45.58355
6.588689,45.83356
6.526311,46.08356
6.401556,46.33357
6.245611,46.58358
6.058477,46.83359
5.871344,47.12526
5.684211,47.37527
5.559455,47.62528
5.559455,47.87529
5.559455,48.12529
5.559455,48.3753
5.559455,48.62531
5.559455,48.87532
5.559455,49.12532
5.559455,49.37533
5.559455,49.66701
5.559455,49.91702
5.559455,50.16702
5.559455,50.41703
5.559455,50.66704
5.559455,50.91705
5.559455,51.16705
5.559455,51.41706
5.559455,51.66707
5.559455,51.95874
5.559455,52.20875
5.559455,52.45876
5.559455,52.70877
5.559455,53.04211
5.559455,53.37545
5.559455,53.62546
5.559455,53.91714
5.528266,54.16714
5.465889,54.41715
5.403511,54.70883
5.341133,55.0005
5.341133,55.25051
5.278756,55.54219
5.247567,55.79219
5.091622,56.0422
4.935678,56.29221
4.810922,56.54222
4.654978,56.79222
